0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:09:30 +0900] "GET /join/join/view/board/images/level.gif HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:09:30 +0900] "GET /join/join/view/board/images/re.gif HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:13:10 +0900] "GET /join/join/view/board/content.jsp?num=12&pageNum=1 HTTP/1.1" 200 3200
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:13:13 +0900] "GET /join/join/view/board/deleteForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 2877
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:13:13 +0900] "GET /join/join/view/board/script.js?timestamp=1735027993398 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:13:18 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 1211
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:13:19 +0900] "GET /join/join/view/board/script.js?timestamp=1735027998986 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:13:20 +0900] "GET /join/join/view/board/content.jsp?num= HTTP/1.1" 500 2789
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:26:43 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 1395
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:26:43 +0900] "GET /join/join/view/board/script.js?timestamp=1735028803080 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:01 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 1395
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:01 +0900] "GET /join/join/view/board/script.js?timestamp=1735028821330 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:02 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 1395
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:02 +0900] "GET /join/join/view/board/script.js?timestamp=1735028822392 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:03 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 1395
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:03 +0900] "GET /join/join/view/board/script.js?timestamp=1735028823115 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:03 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 1395
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:03 +0900] "GET /join/join/view/board/script.js?timestamp=1735028823381 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:03 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 1395
